[2015-03-20 10:08:26--281994]current cmd handler is 0,0x9f56870
[2015-03-20 10:15:08--354612]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:08--723706]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:09--378703]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:09--724842]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:10--379794]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:10--742620]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:11--380897]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:11--742172]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:12--380811]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:12--753859]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:13--385307]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:13--778299]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:14--382859]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:14--756012]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:15--384011]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:15--766071]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:16--384970]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:16--766997]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:17--385477]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:17--767595]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:18--385456]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:18--768103]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:19--386239]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:19--768708]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:20--387240]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:20--769852]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:21--388328]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:21--770407]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:22--402809]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:22--799552]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:23--398391]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:23--800421]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:24--399343]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:24--802139]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:25--435134]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:25--802579]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:26--427847]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:26--803671]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:27--428495]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:27--804562]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:28--472386]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:28--805903]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:29--441938]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:29--834978]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:30--458679]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:30--807774]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:31--459818]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:31--808239]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:32--482529]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:32--808805]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:33--482782]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:33--809923]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:34--483907]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:34--810737]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:35--484968]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:35--816721]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:36--514012]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:36--813043]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:37--499062]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:37--814649]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:38--500238]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:38--815161]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:39--501162]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:39--816151]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:40--502258]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:40--817267]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:41--538607]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:41--818190]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:42--504095]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:42--819381]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:43--505277]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:43--820353]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:44--514509]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:44--821831]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:45--515412]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:45--822464]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:46--516427]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:46--833906]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:47--516853]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:47--834636]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:48--542626]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:48--835843]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:49--543668]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:49--836628]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:50--553625]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:50--837781]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:51--591948]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:51--838680]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:52--592791]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:52--839797]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:53--593792]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:53--840859]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:54--594306]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:54--841947]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:55--594794]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:55--842872]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:56--602916]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:56--843989]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:57--627873]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:57--844957]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:58--629013]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:58--845216]recv server 8 keeplive,current server is 2
[2015-03-20 10:15:59--630020]recv server 6 keeplive,current server is 2
[2015-03-20 10:15:59--846480]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:00--633569]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:00--847071]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:01--646715]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:01--848099]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:02--655158]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:02--878278]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:03--656378]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:03--915752]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:04--676863]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:04--913146]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:05--665705]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:05--913715]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:06--666459]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:06--928187]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:07--667307]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:07--932919]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:08--737587]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:08--916782]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:09--733811]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:09--920864]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:10--734540]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:10--944190]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:11--735187]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:11--931193]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:12--764121]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:12--928959]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:13--772197]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:13--929809]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:14--785603]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:14--930402]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:15--785768]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:15--941906]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:16--786859]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:16--932540]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:17--787855]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:17--953061]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:18--788958]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:18--977350]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:19--821920]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:19--955087]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:20--823125]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:20--984262]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:21--824142]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:21--987465]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:22--825113]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:22--988172]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:23--826235]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:24--004475]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:24--827362]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:25--005319]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:25--828308]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:26--006143]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:26--829256]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:27--026736]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:27--830468]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:28--027512]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:28--864815]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:29--028894]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:29--865488]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:30--029429]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:30--866672]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:31--030456]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:31--868210]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:32--031723]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:32--902420]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:33--032515]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:33--883685]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:34--033703]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:34--884750]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:35--034833]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:35--885786]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:36--036062]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:36--903463]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:37--036775]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:37--927483]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:38--037889]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:38--927801]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:39--038859]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:39--929414]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:40--039928]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:40--929986]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:41--041218]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:41--974517]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:42--042032]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:42--931054]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:43--043120]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:43--965453]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:44--044162]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:44--941196]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:45--045207]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:45--942189]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:46--046188]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:46--953397]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:47--047331]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:47--985054]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:48--048216]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:48--977180]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:49--049456]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:49--978522]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:50--050433]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:51--002642]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:51--051449]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:52--003546]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:52--052439]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:53--006911]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:53--053577]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:54--038090]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:54--054296]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:55--038931]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:55--054614]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:56--039685]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:56--055664]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:57--039838]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:57--056715]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:58--040828]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:58--057698]recv server 8 keeplive,current server is 2
[2015-03-20 10:16:59--041771]recv server 6 keeplive,current server is 2
[2015-03-20 10:16:59--058819]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:00--042997]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:00--059889]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:01--043851]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:01--060806]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:02--047752]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:02--061784]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:03--047820]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:03--062930]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:04--080547]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:04--080926]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:05--081132]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:05--081610]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:06--102805]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:06--104477]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:07--126658]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:07--140026]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:08--107295]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:08--107783]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:09--127250]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:09--127440]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:10--128668]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:10--151753]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:11--128363]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:11--128776]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:12--129379]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:12--133843]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:13--131456]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:13--175175]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:14--131564]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:14--131910]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:15--160689]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:15--161076]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:16--162306]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:16--178354]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:17--162574]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:17--163038]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:18--177423]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:18--177799]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:19--164831]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:19--165266]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:20--188784]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:20--189245]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:21--188957]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:21--191173]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:22--215836]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:22--216296]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:23--217021]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:23--217506]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:24--227269]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:24--227819]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:25--228026]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:25--228620]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:26--228193]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:26--229226]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:27--229203]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:27--230168]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:28--230058]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:28--230827]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:29--231272]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:29--231980]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:30--235748]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:30--236312]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:31--236788]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:31--238083]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:32--237429]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:32--237813]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:33--238507]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:33--238998]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:33--792078]current cmd handler is 5,0x9f57160
[2015-03-20 10:17:34--273199]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:34--276835]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:35--273436]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:35--273781]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:36--310117]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:36--310301]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:37--275493]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:37--275897]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:38--276621]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:38--277150]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:39--277569]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:39--277955]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:40--307617]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:40--308540]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:41--279881]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:41--308788]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:42--280431]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:42--314202]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:43--280821]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:43--314863]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:44--281810]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:44--316002]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:45--282394]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:45--316877]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:46--282900]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:46--322248]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:47--283493]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:47--319081]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:48--284097]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:48--320076]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:49--295246]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:49--321162]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:50--302108]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:50--322271]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:51--330915]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:51--331120]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:52--331864]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:52--332102]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:53--332918]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:53--333107]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:54--333562]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:54--334077]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:55--364175]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:55--364764]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:56--363541]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:56--364111]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:57--377194]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:57--377635]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:58--364534]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:58--364813]recv server 8 keeplive,current server is 2
[2015-03-20 10:17:59--365166]recv server 6 keeplive,current server is 2
[2015-03-20 10:17:59--365662]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:00--376105]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:00--376642]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:01--377126]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:01--377435]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:02--377415]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:02--377780]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:03--378055]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:03--378487]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:04--383635]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:04--383997]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:05--378730]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:05--379121]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:06--380076]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:06--392222]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:07--386436]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:07--386954]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:08--387053]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:08--387237]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:09--405606]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:09--406130]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:10--406088]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:10--415470]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:11--406022]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:11--406479]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:12--407102]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:12--407511]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:13--408357]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:13--409016]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:14--409224]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:14--409726]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:15--409553]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:15--409761]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:16--446623]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:16--446986]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:17--447102]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:17--447352]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:18--447082]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:18--447531]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:19--447661]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:19--448508]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:20--457260]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:20--457710]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:21--458001]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:21--458624]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:22--478143]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:22--478601]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:23--480182]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:23--480536]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:24--493678]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:24--501414]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:25--480824]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:25--481297]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:26--482537]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:26--501669]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:27--485843]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:27--486684]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:28--484059]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:28--485990]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:29--485159]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:29--486937]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:30--485840]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:30--487885]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:31--501753]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:31--501953]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:32--501826]recv server 6 keeplive,current server is 2
[2015-03-20 10:18:32--502232]recv server 8 keeplive,current server is 2
[2015-03-20 10:18:33--548185]recv server 6 keeplive,current server is 2
